Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
06/11/2025,DODG,LL,,SIL,FB30442,IL,10300 S. Doty,(773) 568-8495,2988834
07/09/2025,FORD,4D,FUS,GRY,FC17089,IL,701 N. Sacramento,(773) 265-7605,7127708
05/08/2025,CHEV,2D,CAM,ONG,CZ60942,IL,701 N. Sacramento,(773) 265-7605,7122412
07/09/2025,MDCA,MS,,BLU,,,701 N. Sacramento,(773) 265-7605,7127706
05/12/2025,TOYT,LL,,SIL,CX48224,IL,10300 S. Doty,(773) 568-8495,2987559
05/21/2025,TRUM,MY,,SIL,81AJ53,IL,701 N. Sacramento,(773) 265-1846,1549262
07/03/2025,TOYT,4D,PRI,BLU,EY95918,IL,701 N. Sacramento,(773) 265-7605,7127307
07/06/2025,CHEV,4D,IMP,BLK,BU28583,IL,10300 S. Doty,(773) 568-8495,2989900
05/02/2025,NISS,4D,,GRY,,IL,701 N. Sacramento,(773) 265-1846,1549158
06/11/2025,LEXS,LL,,WHI,CE70506,IL,10300 S. Doty,(773) 785-9752,1728254
05/30/2025,BUIC,4D,,MAR,,,701 N. Sacramento,(773) 265-7605,7124148
07/06/2025,BUIC,4D,REG,SIL,CD57597,IL,701 N. Sacramento,(773) 265-7605,7127579
07/06/2025,MAZD,LL,CX5,SIL,,,10300 S. Doty,(773) 568-8495,2989902
07/13/2025,NISS,LL,,GRY,FF78630,IL,701 N. Sacramento,(773) 265-7605,7128095
05/31/2025,HOND,4D,,GRY,9GGZ207,CA,701 N. Sacramento,(773) 265-7605,7124254
06/06/2025,DODG,PK,,RED,,,10300 S. Doty,(773) 568-8495,2988652
07/14/2025,KIA,LL,SPT,BLU,BR88184,IL,10300 S. Doty,(773) 568-8495,2990302
06/06/2025,HOND,2D,,GRY,FD53408,IL,701 N. Sacramento,(773) 265-7605,7124753
04/19/2025,VOLK,4D,JET,WHI,,IL,701 N. Sacramento,(773) 265-7605,7120780
04/19/2025,HYUN,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2986614
06/23/2025,VOLV,PK,,WHI,P1011001,IL,701 N. Sacramento,(773) 265-1846,1549431
06/27/2025,JEEP,LL,,BLU,1234567,IL,10300 S. Doty,(773) 568-8495,2989495
04/25/2025,VOLK,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7121283
07/09/2025,HYUN,4D,ELN,BLU,DB19888,IL,701 N. Sacramento,(773) 265-7605,7127707
07/09/2025,CHRY,2D,200,BLU,DT19963,IL,10300 S. Doty,(773) 568-8495,2990037
07/09/2025,FRHT,DS,,GRY,,,10300 S. Doty,(773) 568-8495,2990039
06/09/2025,MAZD,4D,,WHI,AV47184,IL,701 N. Sacramento,(773) 265-7605,7125053
04/27/2025,TOYT,4T,,CRM,EJ1627,IL,701 N. Sacramento,(773) 265-7605,7121584
06/25/2025,NISS,SD,,SIL,,,701 N. Sacramento,(773) 265-7605,7126298
05/30/2025,CHEV,4D,,BLK,EF13460,IL,701 N. Sacramento,(773) 265-7605,7124149
05/21/2025,FORD,4D,,GRY,YS1188,IL,400 E. Lower Wacker,(312) 744-7550,0343297
07/09/2025,ACUR,4D,TLX,GRY,,,10300 S. Doty,(773) 568-8495,2990043
05/12/2025,CHEV,4D,,BRO,1TNJ89,MA,400 E. Lower Wacker,(312) 744-7550,0342545
06/27/2025,JEEP,LL,,BLU,1234567,IL,10300 S. Doty,(773) 568-8495,2989499
04/25/2025,HYUN,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7121284
04/19/2025,HOND,4T,,BLK,EE50945,IL,701 N. Sacramento,(773) 265-7605,7120855
05/27/2025,GMC,LL,YUK,BLU,,,10300 S. Doty,(773) 568-8495,2988216
05/02/2025,TOYT,4D,,WHI,AT52723,IL,400 E. Lower Wacker,(312) 744-7550,0341771
07/03/2025,TOYT,VN,SNA,WHI,P963381,IL,701 N. Sacramento,(773) 265-7605,7127308
06/28/2025,HOND,4D,,SIL,EJ42685,IL,701 N. Sacramento,(773) 265-7605,7126463
04/27/2025,JEEP,LL,,WHI,EV96050,IL,701 N. Sacramento,(773) 265-7605,7121592
05/30/2025,MERZ,4D,,BLK,ABOOKWS,IL,701 N. Sacramento,(773) 265-7605,7124151
07/12/2025,TOYT,4D,,BLK,EY55308,IL,701 N. Sacramento,(773) 265-7605,7127868
06/13/2025,SATR,4D,,GRY,EWB2976,MI,10300 S. Doty,(773) 568-8495,2988917
05/30/2025,SUBA,2D,,BLU,CT50296,IL,701 N. Sacramento,(773) 265-7605,7124154
05/19/2025,HOND,2D,,WHI,FC86075,IL,701 N. Sacramento,(773) 265-7605,7123327
07/12/2025,MAZD,LL,,GRY,EB88578,IL,701 N. Sacramento,(773) 265-7605,7127865
06/04/2025,DODG,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,7124586
06/11/2025,TOYT,LL,HGH,SIL,,,10300 S. Doty,(773) 568-8495,2988836
04/19/2025,CHRY,VN,,RED,FP268637,IL,701 N. Sacramento,(773) 265-7605,7120854
05/30/2025,MERZ,LL,,BLK,BH79472,IL,701 N. Sacramento,(773) 265-7605,7124150
05/30/2025,CHEV,4D,,GRY,FD36641,IL,701 N. Sacramento,(773) 265-7605,7124152
06/04/2025,MERC,4D,GMQ,BLU,Q364518,IL,701 N. Sacramento,(773) 265-7605,7124588
06/25/2025,CHEV,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2989401
07/06/2025,ACUR,LL,,WHI,UB2106,IN,701 N. Sacramento,(773) 265-7605,7127527
07/06/2025,CHEV,4D,,BLK,FC81300,IL,701 N. Sacramento,(773) 265-7605,7127524
05/27/2025,TOYT,4D,COA,RED,,,10300 S. Doty,(773) 568-8495,2988187
04/19/2025,NISS,4D,,WHI,FE17310,IL,701 N. Sacramento,(773) 265-7605,7120829
04/19/2025,HOND,4T,,GRY,EQ53015,IL,701 N. Sacramento,(773) 265-7605,7120850
04/19/2025,GMC,VN,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7120857
05/11/2025,TOYT,4D,,GRY,EV76799,IL,701 N. Sacramento,(773) 265-7605,7122693
05/27/2025,SMMO,MK,,BLK,,,701 N. Sacramento,(773) 265-7605,7123977
05/13/2025,BUIC,4D,REG,TAN,FD37066,IL,10300 S. Doty,(773) 568-8495,2987615
05/13/2025,FORD,PK,F25,BLK,NONE,IL,701 N. Sacramento,(773) 265-7605,7122885
05/13/2025,NISS,4D,ALT,SIL,NONE,IL,701 N. Sacramento,(773) 265-7605,7122884
05/30/2025,CHEV,LL,TAH,GRY,TK8910VR,IN,10300 S. Doty,(773) 568-8495,2988319
04/25/2025,SUBA,LL,,WHI,EQ32770,IL,701 N. Sacramento,(773) 265-7605,7121288
04/25/2025,CHEV,PK,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7121295
06/26/2025,BMW,4D,,WHI,FB19959,IL,701 N. Sacramento,(773) 265-7605,7126303
05/04/2025,CHEV,4D,,TAN,ER34802,IL,10300 S. Doty,(773) 568-8495,514349
05/30/2025,HOND,VC,,SIL,EW85214,IL,10300 S. Doty,(773) 568-8495,72988329
06/17/2025,HOND,LL,PLT,BLK,EM81844,IL,10300 S. Doty,(773) 568-8495,2989106
07/09/2025,CHEV,PK,SLV,GRY,3359044B,IL,701 N. Sacramento,(773) 265-7605,2990036
06/11/2025,LINC,LL,,WHI,SOPCC77,IL,10300 S. Doty,(773) 568-8495,2988837
07/09/2025,CHEV,4D,IMP,BLU,FJ53261,IL,10300 S. Doty,(773) 568-8495,2990041
05/21/2025,DODG,TT,R35,BLK,,,10300 S. Doty,(773) 568-8495,2987975
04/19/2025,CHEV,VN,,WHI,3860074,IL,701 N. Sacramento,(773) 265-7605,7120814
07/09/2025,TOYT,PK,,RED,NONE,IL,10300 S. Doty,(773) 568-8495,2990040
07/03/2025,ROV,4D,,BLK,CB63764,IL,701 N. Sacramento,(773) 265-7605,7127309
06/11/2025,CHRY,VN,,GRY,,,10300 S. Doty,(773) 568-8495,2988839
07/03/2025,KIA,4D,,BRO,CR45227,IL,701 N. Sacramento,(773) 265-7605,7127313
07/03/2025,CHEV,4D,,RED,P1269217,IL,701 N. Sacramento,(773) 265-7605,7127310
07/03/2025,JEEP,4D,,BLK,FG88383,IL,701 N. Sacramento,(773) 265-7605,7127311
06/20/2025,BUIC,4D,,WHI,DZ41144,IL,701 N. Sacramento,(773) 265-7605,7125838
06/26/2025,AUDI,4D,,BLK,BZ94034,IL,701 N. Sacramento,(773) 265-7605,7126305
07/06/2025,GMC,LL,TRN,BLK,FL87392,IL,701 N. Sacramento,(773) 265-7605,7127577
05/11/2025,SATR,2D,,RED,EQ65704,IL,701 N. Sacramento,(773) 265-7605,7122732
05/08/2025,ACUR,4D,,SIL,9413616,IL,10300 S. Doty,(773) 568-8495,2987392
07/03/2025,JEEP,4D,,WHI,DJ86958,IL,701 N. Sacramento,(773) 265-7605,7127312
06/09/2025,HYUN,LL,TCN,SIL,CZ65770,IL,10300 S. Doty,(773) 568-8495,2988739
04/19/2025,JEEP,LL,,WHI,ES17158,IL,701 N. Sacramento,(773) 265-7605,7120853
06/09/2025,NISS,4D,,BLK,DY73244,IL,400 E. Lower Wacker,(312) 744-7550,0344687
04/25/2025,CHEV,LL,,GRY,DL35540,IL,701 N. Sacramento,(773) 265-7605,7121291
04/27/2025,TOYT,4T,,WHI,EL43927,IL,701 N. Sacramento,(773) 265-7605,7121594
06/09/2025,TOYT,LL,RAV,GRY,MXL2122,TX,701 N. Sacramento,(773) 265-7605,7125058
06/09/2025,NISS,UT,,SIL,ED59511,IL,400 E. Lower Wacker,(312) 744-7550,0344689
06/07/2025,NISS,4D,,GLD,0,IL,10300 S. Doty,(773) 568-8495,2988653
04/25/2025,KIA,LL,,BLK,FB27045,IL,701 N. Sacramento,(773) 265-7605,7121292
04/25/2025,BMW,LL,,BLU,EL49112,IL,701 N. Sacramento,(773) 265-7605,7121297
05/17/2025,FORD,4D,FUS,RED,EB77436,IL,701 N. Sacramento,(773) 265-7605,7123175
07/06/2025,CHRY,VN,VOY,WHI,,,10300 S. Doty,(773) 568-8495,2989899
05/11/2025,DODG,2D,,BLK,301AC379,IL,701 N. Sacramento,(773) 265-7605,7122730
05/31/2025,FORD,LL,,BLK,EVV8881,MI,701 N. Sacramento,(773) 265-7605,7124304
05/17/2025,VOLV,LL,XC6,WHI,EX88048,IL,701 N. Sacramento,(773) 265-7605,7123174
07/08/2025,LEXS,4D,,BLK,DL40063,IL,10300 S. Doty,(773) 568-8495,2990011
05/27/2025,KIA,4D,RIO,RED,DR82658,IL,10300 S. Doty,(773) 568-8495,2988217
04/25/2025,JEEP,LL,,BRO,Q792318,IL,701 N. Sacramento,(773) 265-7605,7121293
07/03/2025,NISS,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2989750
06/04/2025,HYUN,4D,,WHI,,,701 N. Sacramento,(773) 265-7605,7124594
06/04/2025,MERZ,4D,,BLK,EU60651,IL,701 N. Sacramento,(773) 265-7605,7124596
06/13/2025,HOND,4D,,BLK,FC94494,IL,701 N. Sacramento,(773) 265-7605,7125289
04/19/2025,BUIC,4D,,GRY,FD55757,IL,701 N. Sacramento,(773) 265-7605,7120830
05/14/2025,FORD,4D,,WHI,EB25191,IL,701 N. Sacramento,(773) 265-7605,7122945
06/13/2025,FORD,4D,,WHI,EG54098,IL,701 N. Sacramento,(773) 265-7605,7125286
07/03/2025,HOND,2D,,BLU,,,10300 S. Doty,(773) 568-8495,2989751
05/09/2025,TOYT,4D,CAM,BLU,EH71433,IL,701 N. Sacramento,(773) 265-7605,7122505
05/30/2025,VOLK,4D,PAS,SIL,AY65456,IL,10300 S. Doty,(773) 568-8495,2988322
06/16/2025,HOND,4D,,SIL,PHX823,IA,10300 S. Doty,(773) 568-8495,2989078
04/22/2025,FORD,LL,,GRY,DT74060,IL,10300 S. Doty,(773) 568-8495,2986735
07/08/2025,JEEP,LL,,WHI,DX40939,IL,10300 S. Doty,(773) 568-8495,2990012
07/09/2025,GMC,4D,,BLK,ER33510,IL,10300 S. Doty,(773) 568-8495,2990013
07/09/2025,HOND,4D,,WHI,850BSM,IN,701 N. Sacramento,(773) 265-7605,7127683
07/09/2025,FORD,LL,,WHI,KHC3262,TX,10300 S. Doty,(773) 568-8495,2990015
07/08/2025,NISS,LL,,BLK,AF24720,IL,701 N. Sacramento,(773) 265-7605,7127684
07/09/2025,FORD,VN,,WHI,DM58603,IL,10300 S. Doty,(773) 568-8495,2990010
07/09/2025,VOLK,4D,PAS,SIL,EY94980,IL,10300 S. Doty,(773) 568-8495,2990045
06/11/2025,AUDI,LL,,BLK,EP60230,IL,10300 S. Doty,(773) 568-8495,2988842
06/11/2025,FORD,LL,,RED,DA25960,IL,10300 S. Doty,(773) 785-9752,1728256
07/03/2025,NISS,4D,,GLD,,,701 N. Sacramento,(773) 265-7605,7127317
06/20/2025,FORD,4D,,GRY,2865392,IL,400 E. Lower Wacker,(312) 744-7550,0345462
07/06/2025,NISS,LL,,GRY,EH51148,IL,701 N. Sacramento,(773) 265-7605,7127525
07/06/2025,TOYT,LL,,GRY,4GP0977,MD,701 N. Sacramento,(773) 265-7605,7127523
06/04/2025,DODG,4D,DAR,BLK,EU51935,IL,701 N. Sacramento,(773) 265-7605,7124599
04/17/2025,TOYT,4D,,BLU,EB27063,IL,701 N. Sacramento,(773) 265-7605,7120666
05/11/2025,CHRY,VN,TNC,SIL,012006A3,IL,10300 S. Doty,(773) 568-8495,2987526
06/26/2025,MERZ,LL,,BLK,FE94137,IL,701 N. Sacramento,(773) 265-7605,7126307
04/22/2025,CHEV,4D,,WHI,CH61454,IL,701 N. Sacramento,(773) 265-1846,1549091
05/04/2025,TOYT,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,514350
04/22/2025,NISS,4D,,BLK,26765AFT,WI,701 N. Sacramento,(773) 265-7605,7121089
04/25/2025,TOYT,4D,,GRY,EU95681,IL,701 N. Sacramento,(773) 265-7605,7121294
05/11/2025,TOYT,4D,,GRY,BY37069,IL,701 N. Sacramento,(773) 265-7605,7122674
04/27/2025,KIA,4T,,GRY,AY30005,IL,701 N. Sacramento,(773) 265-7605,7121595
04/30/2025,FORD,LL,,BLU,KOU9748,OH,400 E. Lower Wacker,(312) 744-7550,0341566
06/20/2025,CHEV,2D,,BRO,CN33979,IL,701 N. Sacramento,(773) 265-1846,1549425
05/08/2025,TOYT,4D,,WHI,EV70624,IL,701 N. Sacramento,(773) 265-7605,7122393
07/06/2025,INFI,LL,,BLK,261PQ,IN,701 N. Sacramento,(773) 265-7605,7127526
06/16/2025,FORD,4D,,BLK,0000,IL,10300 S. Doty,(773) 568-8495,2989075
07/09/2025,BUIC,4D,REG,BLK,DR49332,IL,10300 S. Doty,(773) 785-9752,1728362
06/04/2025,PONT,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2988566
05/30/2025,HOND,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2988328
06/16/2025,DODG,4D,,BLK,943LWV,IL,10300 S. Doty,(773) 568-8495,2989076
06/16/2025,AUDI,4D,,BRO,0000,IL,10300 S. Doty,(773) 785-9752,1728272
04/30/2025,KIA,LL,,BLU,EB96566,IL,701 N. Sacramento,(773) 265-7605,7121774
06/26/2025,CHEV,LL,,SIL,CT34869,IL,10300 S. Doty,(773) 568-8495,2989404
06/11/2025,NISS,4D,,SIL,EM46494,IL,10300 S. Doty,(773) 785-9752,1728255
07/09/2025,CADI,4D,ATS,SIL,185AC868,IL,10300 S. Doty,(773) 568-8495,2990042
06/13/2025,BUIC,4D,,BLU,EM52590,IL,701 N. Sacramento,(773) 265-7605,7125292
07/06/2025,CHEV,4D,MAL,SIL,BT68940,IL,701 N. Sacramento,(773) 265-7605,7127582
06/26/2025,CHEV,4D,,SIL,EQ93145,IL,701 N. Sacramento,(773) 265-7605,7126302
06/13/2025,JEEP,4D,,GRY,DH59654,IL,701 N. Sacramento,(773) 265-7605,7125294
04/30/2025,DODG,LL,,LBL,,IL,10300 S. Doty,(773) 568-8495,2987026
07/06/2025,FORD,4D,MME,BLK,624AAA,MS,10300 S. Doty,(773) 568-8495,2989901
06/16/2025,VOLK,LL,,BLK,BC37633,IL,10300 S. Doty,(773) 568-8495,2989077
07/11/2025,VOLK,2D,,WHI,KQH2717,OH,701 N. Sacramento,(773) 265-7605,7127812
06/06/2025,CHEV,2D,,WHI,,,701 N. Sacramento,(773) 265-7605,7124761
07/11/2025,FORD,4D,FUS,SIL,ER78170,IL,701 N. Sacramento,(773) 265-7605,7127810
06/07/2025,GMC,LL,,BLK,FF55022,IL,701 N. Sacramento,(773) 265-7605,2988655
07/06/2025,FORD,4D,FIE,WHI,EE92402,IL,10300 S. Doty,(773) 568-8495,2989903
06/09/2025,TOYO,PK,,BLK,4100092B,IL,701 N. Sacramento,(773) 265-7605,7125056
05/27/2025,HOND,4D,ACC,WHI,FA79578,IL,701 N. Sacramento,(773) 265-7605,7123976
04/25/2025,FORD,4D,,SIL,EE14041,IL,701 N. Sacramento,(773) 265-7605,7121305
05/13/2025,CHEV,LL,EQX,BLK,DP12186,IL,701 N. Sacramento,(773) 265-1846,1549187
05/19/2025,TOYT,VN,,GRY,EH78228,IL,701 N. Sacramento,(773) 265-7605,7123328
04/25/2025,KIA,LL,,GRY,FD76973,IL,701 N. Sacramento,(773) 265-7605,7121307
06/13/2025,DODG,4D,,BLK,EH36778,IL,701 N. Sacramento,(773) 265-7605,7125295
06/26/2025,CHEV,2D,,BLK,DY37941,IL,10300 S. Doty,(773) 568-8495,2989402
06/23/2025,FORD,LL,EDG,SIL,579YZD,WI,701 N. Sacramento,(773) 265-1846,1549430
07/12/2025,CHEV,4D,,WHI,FD30644,IL,701 N. Sacramento,(773) 265-7605,7127886
05/02/2025,HYUN,4D,,WHI,EW24305,IL,10300 S. Doty,(773) 568-8495,2987151
06/02/2025,INFI,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,7124486
06/09/2025,CHRY,VN,,BLK,00,IL,10300 S. Doty,(773) 568-8495,2988735
06/23/2025,DODG,4D,DAR,BLK,AQ85050,IL,10300 S. Doty,(773) 785-9752,1728287
06/09/2025,TOYT,4D,,GRY,EU61275,IL,10300 S. Doty,(773) 568-8495,2988734
06/16/2025,INFI,4D,,SIL,0000,IL,701 N. Sacramento,(773) 265-7605,7125667
07/09/2025,NISS,4D,ALT,BLK,AW83268,IL,10300 S. Doty,(773) 568-8495,2990046
06/02/2025,CHEV,4D,,WHI,,,701 N. Sacramento,(773) 265-7605,7124487
06/16/2025,PONT,2D,,BLU,S871108,IL,10300 S. Doty,(773) 568-8495,2989079
06/20/2025,INFI,4D,,BLK,NONE,IL,701 N. Sacramento,(773) 265-7605,7125840
05/21/2025,CHRY,VN,PCF,BLK,38850TX,IL,10300 S. Doty,(773) 568-8495,2987983
06/22/2025,JEEP,LL,RNG,BLK,AR44774,IL,10300 S. Doty,(773) 568-8495,514921
04/25/2025,TOYT,4D,,GRY,EC19694,IL,701 N. Sacramento,(773) 265-7605,7121299
04/25/2025,SUBA,LL,,WHI,DS21664,IL,701 N. Sacramento,(773) 265-7605,7121301
07/09/2025,CHEV,4D,IMP,SIL,ADP490,IN,10300 S. Doty,(773) 785-9752,1728361
05/11/2025,JEEP,LL,,BLU,CV34026,IL,701 N. Sacramento,(773) 265-7605,7122715
06/20/2025,CHEV,4D,,MAR,V358427,IL,400 E. Lower Wacker,(312) 744-7550,0345465
04/19/2025,CHEV,4D,,BLU,EP91213,IL,400 E. Lower Wacker,(312) 744-7550,0340710
05/02/2025,KIA,LL,,SIL,CM62614,IL,10300 S. Doty,(773) 568-8495,2987149
05/04/2025,VOLK,LL,,GRY,53132,IL,400 E. Lower Wacker,(312) 744-7550,53132
05/12/2025,TOYT,4D,,RED,503RKW,IN,400 E. Lower Wacker,(312) 744-7550,0342529
06/28/2025,HOND,LL,,SIL,DX86258,IL,701 N. Sacramento,(773) 265-7605,7126401
06/09/2025,FORD,PK,,WHI,NONE,IL,10300 S. Doty,(773) 568-8495,2988742
07/03/2025,TESL,4D,,WHI,EX40784,IL,701 N. Sacramento,(773) 265-7605,7127314
04/25/2025,CHEV,4D,,GRY,Q978768,IL,701 N. Sacramento,(773) 265-7605,7121304
06/13/2025,MAZD,4D,,GRY,EM72924,IL,701 N. Sacramento,(773) 265-1846,1549392
05/30/2025,NISS,4D,,BLU,EG62084,IL,10300 S. Doty,(773) 568-8495,2988334
07/03/2025,KIA,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2989752
06/26/2025,CHEV,4D,,SIL,EE36524,IL,701 N. Sacramento,(773) 265-7605,7126311
04/25/2025,HOND,4D,,WHI,BY64170,IL,701 N. Sacramento,(773) 265-7605,7121300
06/09/2025,HYUN,4D,ELN,GRY,NONE,IL,10300 S. Doty,(773) 568-8495,2988743
06/02/2025,CHRY,4D,,BLU,,,701 N. Sacramento,(773) 265-7605,7124492
06/13/2025,INFI,4D,,BLK,ZCZY,IL,701 N. Sacramento,(773) 265-1846,1549390
06/20/2025,FORD,4D,,GRY,DZ87288,IL,701 N. Sacramento,(773) 265-1846,1549423
06/28/2025,CHEV,4D,,BLK,EX71528,IL,400 E. Lower Wacker,(312) 744-7550,0345950
06/11/2025,TOYT,VN,,SIL,EE83296,IL,701 N. Sacramento,(773) 265-7605,7125171
05/09/2025,CHEV,LL,,TAN,DC49562,IL,10300 S. Doty,(773) 568-8495,2987428
06/28/2025,JEEP,LL,,GRY,ET99566,IL,701 N. Sacramento,(773) 265-7605,7126399
04/19/2025,TOYT,LL,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7120861
06/13/2025,NISS,4D,,MAR,EA32780,IL,10300 S. Doty,(773) 568-8495,2988921
05/30/2025,TOYT,4D,,SIL,EC53603,IL,701 N. Sacramento,(773) 265-7605,7124156
06/11/2025,ALMX,SE,,SIL,1903KZTA,IL,701 N. Sacramento,(773) 265-7605,7125169
06/26/2025,JEEP,LL,,BLK,FA90722,IL,701 N. Sacramento,(773) 265-7605,7126309
07/13/2025,TOYT,4D,COA,GRY,DR42880,IL,10300 S. Doty,(773) 568-8495,2990251
06/20/2025,JEEP,LL,,GRN,EN12390,IL,701 N. Sacramento,(773) 265-7605,7125841
06/16/2025,CHEV,4D,,GRY,EU37606,IL,10300 S. Doty,(773) 568-8495,2989081
06/16/2025,NISS,4D,,BLK,0000,IL,10300 S. Doty,(773) 568-8495,2989080
05/24/2025,ROV,LL,25,BLU,NONE,IL,701 N. Sacramento,(773) 265-7605,7123762
06/23/2025,VOLK,2D,BUG,ONG,ZTF952,VA,10300 S. Doty,(773) 785-9752,1728288
06/16/2025,AUDI,LL,,GRY,ASA3256,WI,10300 S. Doty,(773) 568-8495,2989082
06/16/2025,BENT,4D,,SIL,EX72819,IL,701 N. Sacramento,(773) 265-7605,7125671
06/09/2025,LEXS,4D,L46,SIL,FJ47694,IL,10300 S. Doty,(773) 785-9752,1728236
04/17/2025,CHRY,4D,,BLK,EU52319,IL,10300 S. Doty,(773) 568-8495,2986536
06/26/2025,TOYT,PK,,BLU,2991616B,IL,701 N. Sacramento,(773) 265-7605,7126310
06/20/2025,CHEV,4D,,GRY,BCB01B,AR,400 E. Lower Wacker,(312) 744-7550,0345466
06/22/2025,FORD,PK,F15,BLU,TK656OEU,IN,10300 S. Doty,(773) 568-8495,2989281
06/16/2025,INFI,SD,,GRY,,,10300 S. Doty,(773) 568-8495,2989085
06/28/2025,CHEV,LL,,ONG,EY22658,IL,701 N. Sacramento,(773) 265-7605,7126400
06/28/2025,JEEP,LL,,WHI,DX20593,IL,701 N. Sacramento,(773) 265-7605,7126414
07/09/2025,HYUN,4D,ACC,SIL,DZ59017,IL,10300 S. Doty,(773) 785-9752,1728357
04/19/2025,CHEV,4D,,RED,18262411,NC,701 N. Sacramento,(773) 265-7605,7120860
07/06/2025,CHEV,LL,,BLK,EV41520,IL,701 N. Sacramento,(773) 265-7605,7127531
05/02/2025,FORD,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7121924
07/06/2025,JEEP,LL,,BLK,JUL100,IN,701 N. Sacramento,(773) 265-7605,7127534
07/06/2025,NISS,4D,,GRY,Z788403,IL,701 N. Sacramento,(773) 265-7605,7127533
04/19/2025,PONT,4D,,WHI,EM13511,IL,701 N. Sacramento,(773) 265-7605,7120867
07/06/2025,CHEV,4D,,BLK,451AC987,IL,701 N. Sacramento,(773) 265-7605,7127528
05/24/2025,FORD,PK,F15,WHI,NONE,IL,701 N. Sacramento,(773) 265-7605,7123763
05/09/2025,TOYT,4D,,TAN,DV52784,IL,10300 S. Doty,(773) 568-8495,2987437
05/24/2025,NISS,4D,ALT,BLK,NONE,IL,701 N. Sacramento,(773) 265-7605,7123764
05/02/2025,FORD,4D,,GRY,DT77723,IL,701 N. Sacramento,(773) 265-7605,7121926
06/02/2025,CHEV,LL,,BLK,CR16194,IL,701 N. Sacramento,(773) 265-7605,25035597
05/26/2025,FORD,4D,,SIL,0735F44,TX,10300 S. Doty,(773) 568-8495,2988132
05/21/2025,LEXS,LL,R35,BLK,FF90244,IL,701 N. Sacramento,(773) 265-7605,7123459
05/25/2025,JEEP,LL,,GRN,FJ83914,IL,10300 S. Doty,(773) 568-8495,2988131
06/28/2025,FORD,4D,,WHI,AX42441,IL,701 N. Sacramento,(773) 265-7605,7126412
07/06/2025,TOYT,4D,,WHI,VIV1CD,IL,701 N. Sacramento,(773) 265-7605,7127535
04/25/2025,CHRY,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7121310
04/25/2025,CHEV,4D,,RED,,IL,701 N. Sacramento,(773) 265-7605,7121311
06/16/2025,HOND,4D,,DGR,0000,IL,701 N. Sacramento,(773) 265-7605,7125669
05/30/2025,HOND,VN,,GRN,Z684270,IL,701 N. Sacramento,(773) 265-7605,7124159
07/09/2025,DODG,LL,JNY,BLU,,,10300 S. Doty,(773) 785-9752,1728360
07/09/2025,FORD,4D,TAU,BLU,FB74320,IL,10300 S. Doty,(773) 785-9752,1728359
06/28/2025,JEEP,LL,,BLK,EQ38861,IL,701 N. Sacramento,(773) 265-7605,7126409
06/26/2025,INFI,4D,,GRY,,,701 N. Sacramento,(773) 265-7605,7126312
05/11/2025,VOLK,LL,,GRY,EB16189,IL,701 N. Sacramento,(773) 265-7605,7122763
07/05/2025,DODG,4D,,GRY,193CWK,IN,701 N. Sacramento,(773) 265-7605,7127532
06/04/2025,HOND,VN,,BLK,ER49504,IL,10300 S. Doty,(773) 568-8495,2988566
04/19/2025,CHEV,LL,,BLK,AW39673,IL,701 N. Sacramento,(773) 265-7605,7120864
05/14/2025,KIA,4D,,BLK,FD94136,IL,701 N. Sacramento,(773) 265-7605,7122946
04/25/2025,DODG,LL,,DBL,FA90481,IL,701 N. Sacramento,(773) 265-7605,7121309
05/08/2025,JEEP,4D,,SIL,0000,IL,10300 S. Doty,(773) 568-8495,2987379
06/11/2025,CHEV,4D,,TAN,,,10300 S. Doty,(773) 785-9752,1728259
06/11/2025,FORD,LL,,GRY,FC36697,IL,10300 S. Doty,(773) 785-9752,1728258
06/26/2025,TOYT,4D,,GRY,EG79648,IL,10300 S. Doty,(773) 568-8495,2989406
05/14/2025,HYUN,4D,,GRY,UPC12,VA,400 E. Lower Wacker,(312) 744-7550,034
06/28/2025,HOND,4D,,GRY,DB24253,IL,701 N. Sacramento,(773) 265-7605,7126402
06/11/2025,KIA,LL,,GRY,DB30172,IL,10300 S. Doty,(773) 568-8495,2988833
06/04/2025,STRN,4D,,BLU,,,701 N. Sacramento,(773) 265-7605,7124603
05/11/2025,FORD,LL,,BLK,X194981,IL,701 N. Sacramento,(773) 265-7605,7122706
07/06/2025,CFHG,MC,,RED,,,701 N. Sacramento,(773) 265-7605,7127536
